name,global_id,entrepot,parent,Date_Création,Date_Update,Mots_clés,Sujet,Auteurs,Publication,PersistentUrl
TCGA case study for ASTERICS,doi:10.15454/YNMQUY,Omics,inrae://10.15454/YNMQUY,2021-08-18T15:56:46Z,2022-09-26T14:59:12Z,"['cancer', 'breast cancer', 'TCGA']","['Medicine, Health and Life Sciences']","['Vialaneix, Nathalie']","['http://mixomics.org/wp-content/uploads/2016/08/TCGA.normalised.mixDIABLO.RData_.zip from the case study of mixOmics R package http://mixomics.org/mixdiablo/case-study-tcga/ [link accessed on August 18, 2021] Data were completed with miRNA expression obtained from http://firebrowse.org/ and preprocessed with the script generate_miRNA.R (provided in this repository).']",https://doi.org/10.15454/YNMQUY
"Data described in the paper titled 'Effect of moderate forced physical activity on behaviour, lameness and osteochondrosis in growing pigs from two divergent lines selected for feed efficiency'",doi:10.15454/RMZX3M,Data paper 'forced physical activity feed and efficiency lines',inrae://10.15454/RMZX3M,2021-12-10T17:05:57Z,2022-10-18T14:15:50Z,,['Agricultural Sciences'],"['Boudon, Anne']",,https://doi.org/10.15454/RMZX3M
Transcriptome of the the tick synganglion,doi:10.15454/FGTIHR,Omics,inrae://10.15454/FGTIHR,2021-10-15T14:00:46Z,2022-01-21T15:07:53Z,,['Agricultural Sciences'],"['Rispe, Claude']",,https://doi.org/10.15454/FGTIHR
Horses can learn to identify joy and sadness against other basic emotions from human facial expressions,doi:10.57745/KUQKWZ,Experimental - Observation - Simulation,inrae://10.57745/KUQKWZ,2022-12-15T10:52:04Z,2024-07-29T11:38:06Z,,['Agricultural Sciences'],"['Jardat, Plotine']",,https://doi.org/10.57745/KUQKWZ
RPG complété 2021 Région Midi-Pyrénées,doi:10.57745/OVSX2G,RPG complété 2021,inrae://10.57745/OVSX2G,2023-12-08T15:46:18Z,2024-01-08T11:33:56Z,"['RPG, RPG complété', 'parcelle agricole']",['Agricultural Sciences'],"['Cantelaube, Pierre', 'Lardot, Benjamin']",,https://doi.org/10.57745/OVSX2G
RPG complété 2021 Région Rhône-Alpes,doi:10.57745/IPMULW,RPG complété 2021,inrae://10.57745/IPMULW,2023-10-17T09:42:33Z,2023-11-09T12:18:07Z,"['RPG, RPG complété', 'parcelle agricole']",['Agricultural Sciences'],"['Cantelaube, Pierre', 'Lardot, Benjamin']",,https://doi.org/10.57745/IPMULW
"MilkOligoCorpus, a rich semantic annotated resource for milk oligosaccharide complex information extraction",doi:10.57745/LFXGFO,Experimental - Observation - Simulation,inrae://10.57745/LFXGFO,2024-11-14T08:33:12Z,2025-05-13T09:16:37Z,"['milk oligosaccharide', 'semantic structural annotation', 'text and data mining']","['Computer and Information Science', 'Agricultural Sciences']","['Combes, Sylvie', 'Rumeau, Mathilde', 'Nedellec, Claire', 'Deleger, Louise', 'Bossy, Robert', 'Loux, Valentin', 'Ba, Mouhamadou', 'Courtin, Marine', 'Knudsen, Christelle']",,https://doi.org/10.57745/LFXGFO
"Image data set of ""Semi-automatic quantification of 3D Histone H3 phosphorylation signals during cell division in Arabidopsis root meristems""",doi:10.57745/MKLL9I,IJPB for Plant Sciences Dataverse,inrae://10.57745/MKLL9I,2024-12-03T16:11:02Z,2025-02-10T13:43:17Z,"['confocal microscopy', 'root wholemount immunolocalization', 'image analysis', 'tridimensional image']","['Medicine, Health and Life Sciences', 'Computer and Information Science', 'Agricultural Sciences']","['Pastuglia, Martine', 'Bouchez, David', 'Kelemen, Adrienn']",,https://doi.org/10.57745/MKLL9I
Effects of chill and heat conditions in different years on the genetic determinism of flowering stages in the olive tree,doi:10.57745/LPZODO,Data INRAE,inrae://10.57745/LPZODO,2025-03-14T14:17:59Z,2025-04-11T06:29:41Z,,['Agricultural Sciences'],"['SARAH, Gautier', 'Aqbouch, Laila']",,https://doi.org/10.57745/LPZODO
"Phenotypic, genotypic and transcriptomic data of 241 Populus nigra (from the Sybiopop project)",doi:10.15454/8DQXK5,BioForA Dataverse,inrae://10.15454/8DQXK5,2020-07-30T09:11:32Z,2022-12-15T14:04:29Z,,"['Medicine, Health and Life Sciences', 'Agricultural Sciences']","['Rogier, Odile', 'Chateigner, Aurélien', 'Wade, Abdou Rahmane', 'Lesage-Descauses, Marie-Claude', 'Brunaud, Véronique', 'Caius, José', 'Soubigou-Taconnat, Ludivine', 'Duruflé, Harold', 'Sanchez, Leopoldo', 'Jorge, Véronique', 'Segura, Vincent']",,https://doi.org/10.15454/8DQXK5
Sunflower xylem sap NMR-based Metabolomics - Low [Cd] exposition,doi:10.15454/WEIXCP,Bordeaux Metabolome,inrae://10.15454/WEIXCP,2020-07-31T13:18:44Z,2022-12-10T11:51:24Z,,"['Other', 'Agricultural Sciences']","['Deborde, Catherine']",,https://doi.org/10.15454/WEIXCP
Supplementary data from Racine et al.,doi:10.15454/YX2ICB,Data INRAE,inrae://10.15454/YX2ICB,2020-10-07T12:49:01Z,2020-12-15T09:33:28Z,,"['Medicine, Health and Life Sciences']","['Racine, Christele', 'Genet, Carine', 'Bourgneuf, Camille', 'Dupont, Charlotte', 'Plisson-Petit, Florence', 'Sarry, Julien', 'Hennequet-Antier, Christelle', 'Vigouroux, Corinne', ""Mathieu d'Argent, Emmanuelle"", 'Pierre, Alice', 'Monniaux, Danielle', 'Fabre, Stephane', 'DiClemente, Nathalie']",,https://doi.org/10.15454/YX2ICB
"A collection of 3D-SIM images of telomeres, centromeres and nuclei in HeLa cells",doi:10.57745/IQYEQS,Data INRAE,inrae://10.57745/IQYEQS,2022-12-13T16:47:09Z,2024-07-05T12:19:06Z,"['3D-SIM', 'Nucleus', 'Telomeres', 'Centromeres', 'Image analysis', 'Spatial statistics']","['Medicine, Health and Life Sciences']","['Keller, Debora']",,https://doi.org/10.57745/IQYEQS
Horse nemabiome benchmark,doi:10.57745/MNYRFQ,Data INRAE,inrae://10.57745/MNYRFQ,2023-01-03T14:29:18Z,2023-01-23T13:33:32Z,['nematode; metabarcoding; ITS-2; COI'],"['Medicine, Health and Life Sciences', 'Agricultural Sciences']","['Sallé, Guillaume']",,https://doi.org/10.57745/MNYRFQ
Pratiques inclusives en mathématiques en ULIS collège,doi:10.57745/KYTR17,Entrepôt de données INSEI,inshea://10.57745/KYTR17,2023-01-30T09:30:27Z,2023-02-03T11:51:07Z,"['ULIS', 'Mathématiques', 'inclusion scolaire', 'handicap', 'enseignement', 'collège', 'besoin éducatif particulier', 'élève en situation de handicap']","['Mathematical Sciences', 'Social Sciences']","['Dupré, Frédéric']",,https://doi.org/10.57745/KYTR17
Données de thèse - Facteurs de contrôle sur le développement d’une plateforme carbonatée et son évolution diagénétique: impact sur les porosités matricielle et karstique. Cas du Jurassique moyen et de l’Oxfordien du Bassin Nord-Aquitain,doi:10.57745/VUCKWN,Université Paris-Saclay,espace-generique://10.57745/VUCKWN,2023-04-23T17:45:29Z,2024-09-11T12:08:45Z,"['Pétrographie', 'Sédimentologie', 'Diagenèse', 'Géochimie isotopique', 'Géochronologie']",['Earth and Environmental Sciences'],"['Deloume-Carpentras, Quentin']",,https://doi.org/10.57745/VUCKWN
Continuous moderate and intermittent high-intensity exercise in youth with type 1 diabetes: which protection for dysglycemia?,doi:10.57745/6LMHSA,UREPSSS,univ-lille://10.57745/6LMHSA,2023-03-03T15:11:09Z,2025-04-11T09:52:48Z,"['physical activity', 'glycemic variability', 'glycemic excursions', 'type 1 diabetes', 'exercise', 'children', 'hypoglycemia', 'hyperglycemia']","['Medicine, Health and Life Sciences']","['Parent Cassandra', 'Lespagnol Elodie', 'Berthoin Serge', 'Tagougui Semah', 'Heyman Joris', 'Stuckens Chantal', 'Tonoli Cajsa', 'Dupire Michelle', 'Dewaele Aline', 'Dereumetz Julie', 'Dewast Chloé', 'Gueorgieva Iva', 'Rabasa-Lhoret Rémi', 'Heyman Elsa']",,https://doi.org/10.57745/6LMHSA
Experimental gamma-ray data recorded with a LaBr3 and digital acquisition.,doi:10.57745/D20CFB,Données Nucléaires pour les Réacteurs – DNR,espace-generique://10.57745/D20CFB,2023-01-31T08:22:44Z,2023-06-26T14:02:06Z,['Radiation detectors'],['Physics'],"['HENNING, Greg']",,https://doi.org/10.57745/D20CFB
Design of a functional organic agroforestry system associating rabbits and apple trees,doi:10.57745/JBHZSC,Experimental - Observation - Simulation,inrae://10.57745/JBHZSC,2023-06-19T13:43:31Z,2023-09-04T14:15:59Z,"['Oryctolagus cuniculus', 'Fruit crop', 'Organic agriculture', 'Ecosystem service', 'Animal welfare']",['Agricultural Sciences'],"['SAVIETTO, Davi']",,https://doi.org/10.57745/JBHZSC
Dataset of environmental footprint of dehydrated alfalfa production (Medicago sativa L.) in France,doi:10.57745/UPWFE6,Data INRAE,inrae://10.57745/UPWFE6,2023-07-19T10:38:40Z,2023-09-15T09:19:24Z,"['Alfalfa crop', 'Industrial process', 'Life cycle inventory', 'Survey', 'Life cycle assessment', 'Protein content']","['Earth and Environmental Sciences', 'Agricultural Sciences']","['Thiébeau, Pascal', 'Auberger, Julie', 'Clivot, Hugues', 'Wilfart, Aurélie', 'Recous, Sylvie']",,https://doi.org/10.57745/UPWFE6
Phosphorus Nuclear Magnetic Resonance (31P-NMR) analysis of lignins,doi:10.57745/RQEM3L,Organosolv lignins,inrae://10.57745/RQEM3L,2023-06-28T12:36:52Z,2023-06-29T09:01:29Z,"['31P NMR', 'Hydroxyl groups', 'Lignins', 'Organosolv', 'Quantification']","['Chemistry', 'Agricultural Sciences']","['Crônier, David', 'Aguié-Béghin, Véronique', 'Chabbert, Brigitte']",,https://doi.org/10.57745/RQEM3L
"Counts of pine processionary moth tents on host trees in the agglomerations of Orléans, Montpellier and La Baule, France",doi:10.57745/ZJI3P0,Data INRAE,inrae://10.57745/ZJI3P0,2023-08-10T14:40:24Z,2024-02-07T17:56:44Z,,['Agricultural Sciences'],"['Kerdelhue, Carole', 'Rossi, Jean-Pierre', 'Rousselet, Jérôme']",,https://doi.org/10.57745/ZJI3P0
"A dataset of physico-chemical properties, extractable organic N, N mineralization and physical organic matter fractionation of soils developed on loess silts, crystalline rocks and sedimentary rocks",doi:10.57745/DGIPGR,T_Morvan_UMR SAS dataverse,inrae://10.57745/DGIPGR,2023-08-02T09:23:51Z,2023-10-04T07:33:37Z,"['Physico-chemical soil properties', 'soil microbial biomass', 'N mineralization incubation', 'physical organic matter fractionation', 'extractable organic N']",['Agricultural Sciences'],"['Morvan, Thierry', 'Lambert, Yvon', 'Germain, Philippe', 'Lemercier, Blandine', 'Moreira, Mariana', 'Beff, Laure']",,https://doi.org/10.57745/DGIPGR
An image processing method to recognize position of sawn boards within the log,doi:10.57745/XCVQSG,Arts et Métiers Sciences et technologies - Arts et Metiers Institute of Technology,ensam://10.57745/XCVQSG,2023-03-23T14:48:57Z,2025-03-24T13:23:53Z,"['Sawmill process, Log breakdown, Board localization, Image matching, Feature extraction']","['Engineering', 'Computer and Information Science', 'Agricultural Sciences']","['LI, Xiaolin', 'POT, Guillaume', 'NGO, Phuc', 'VIGUIER, Joffrey', 'PENVERN, Hélène']",,https://doi.org/10.57745/XCVQSG
In vivo intra-abdominal pressure of healthy participants,doi:10.57745/BLKGI0,Experimental abdominal data,univ-gustave-eiffel://10.57745/BLKGI0,2024-01-11T14:32:33Z,2025-04-02T09:07:29Z,"['Intra-abdominal pressure', 'Ingestible pressure capsule', 'Biomechanic', 'Abdominal Wall', 'Biomechanical Phenomena']","['Engineering', 'Medicine, Health and Life Sciences']","['JOPPIN, Victoria', 'JOURDAN, Arthur', 'SOUCASSE, Andréa', 'BEGE, Thierry', 'MASSON, Catherine']",,https://doi.org/10.57745/BLKGI0
Single-cell RNA-seq of rabbit (Oryctolagus cuniculus) caecum epithelium,doi:10.57745/0NUYZR,Omics,inrae://10.57745/0NUYZR,2024-02-27T14:28:57Z,2024-08-19T10:49:27Z,"['transcriptome', 'rabbit', 'intestinal epithelium', 'single cell']","['Medicine, Health and Life Sciences']","['Vialaneix, Nathalie', 'Beaumont, Martin', 'Malonga, Tania']",,https://doi.org/10.57745/0NUYZR
A dataset of food supplies and preferences of French university students,doi:10.57745/GPDV7F,ChemoSens,inrae://10.57745/GPDV7F,2025-02-13T16:59:09Z,2025-02-17T07:47:34Z,"['food purchase', 'consumer preference', 'liking', 'environmental impact', 'nutritional quality', 'sensory quality']","['Medicine, Health and Life Sciences']","['Visalli, Michel', 'Teil, Fanny', 'Marty, Lucile']",,https://doi.org/10.57745/GPDV7F
"Physiological response to surgical castration, tooth resection or tail docking in piglets",doi:10.57745/PGRIRJ,Experimental - Observation - Simulation,inrae://10.57745/PGRIRJ,2025-02-03T10:52:30Z,2025-02-25T10:33:54Z,,"['Medicine, Health and Life Sciences', 'Agricultural Sciences']","['Prunier, Armelle']",,https://doi.org/10.57745/PGRIRJ
Two-photon interference from a quantum emitter in hexagonal boron nitride,doi:10.57745/FCHDXU,Université Paris-Saclay,upsaclay://10.57745/FCHDXU,2025-02-17T10:45:37Z,2025-02-27T09:34:40Z,"['Single photon sources', 'Color centers', 'Quantum optics', '2D materials']",['Physics'],"['Clarisse Fournier', 'Sébastien Roux', 'Stéphanie Buil', 'Julien Barjon', 'Jean-Pierre Hermier', 'Aymeric Delteil']",,https://doi.org/10.57745/FCHDXU
"Supplementary files to ""Genome wide association study of vaginal microbiota genetic diversity in French women""",doi:10.57745/LGZANK,CNRS Research Data,cnrs://10.57745/LGZANK,2025-04-30T16:45:57Z,2025-05-13T06:34:00Z,"['Genome-Wide Association Study', 'Genetic Variation', 'Human Genetics', 'Vagina', 'Microbiota']","['Medicine, Health and Life Sciences']","['ALIZON, Samuel']",,https://doi.org/10.57745/LGZANK
Bioindication diatomées : comparaison microscopie / barcoding ADN. Pipeline MOTHUR selectionné,doi:10.15454/1OTGWL,Data INRAE,inrae://10.15454/1OTGWL,2019-03-05T11:06:19Z,2024-12-12T10:02:15Z,"['bioindication', 'DNA barcoding']","['Medicine, Health and Life Sciences']","['Rivera, Sinziana', 'Vasselon, Valentin', 'Chardon, Cécile', 'Jacas, Louis', 'Guéguen, Julie', 'Bouchez, Agnès', 'Rimet, Frédéric']",,https://doi.org/10.15454/1OTGWL
Code from Structure of multilocus genetic diversity in predominantly selfing populations,doi:10.15454/VYPXIJ,Experimental - Observation - Simulation,inrae://10.15454/VYPXIJ,2018-12-21T17:03:01Z,2025-01-23T09:35:30Z,,['Earth and Environmental Sciences'],"['Jullien, Margaux', 'Navascués, Miguel', 'Ronfort, Joëlle', 'Gay, Laurène']",,https://doi.org/10.15454/VYPXIJ
Bronze particle resuspension in an accelerated flow,doi:10.57745/XHRRXF,Particle deposition and resuspension,inrae://10.57745/XHRRXF,2023-02-03T10:01:43Z,2023-02-03T13:16:39Z,['particle resuspension; aerosol physics; multiphase flow'],['Physics'],"['CAZES, Corentin', 'FIABANE, Lionel', 'THERON, Félicie', 'HEITZ, Dominique', 'LE COQ, Laurence']",,https://doi.org/10.57745/XHRRXF
Images sequences to determine the covering power of different rapeseed genotypes,doi:10.57745/AGG7L8,UMR IGEPP,inrae://10.57745/AGG7L8,2023-07-21T13:13:30Z,2025-04-03T12:21:17Z,['Covering power'],['Agricultural Sciences'],"['Jumel, Stephane', 'Laurençon, Marianne']",,https://doi.org/10.57745/AGG7L8
DLScaff Datasets v1,doi:10.57745/PJFECR,Omics,inrae://10.57745/PJFECR,2023-08-04T14:38:46Z,2023-08-04T14:41:09Z,,"['Computer and Information Science', 'Agricultural Sciences']","['MERGEZ, Alexis']",,https://doi.org/10.57745/PJFECR
Prediction of quaternary alkali metal hydroxide - water mixture melting points using machine learning,doi:10.57745/JYHBMM,ICMCB,cnrs://10.57745/JYHBMM,2024-07-03T08:14:10Z,2024-07-19T09:06:35Z,"['Molten salt', 'Alkali metal', 'Hydroxides', 'Melting point']","['Chemistry', 'Physics']","['Roach, Lucien', 'Aymonier, Cyril', 'Erriguible, Arnaud']","['All literature used to produce this dataset is cited in the ""C__DataSources"" file']",https://doi.org/10.57745/JYHBMM
Results of Cyclo-Synchrotron and Synchrotron Models with Python Visualization Program,doi:10.57745/WEAFZK,ONERA,onera://10.57745/WEAFZK,2024-07-03T12:45:03Z,2025-03-19T13:27:31Z,"['Synchrotron radiation', 'Cyclo-synchrotron radiation', 'Earth radiation belts']",['Astronomy and Astrophysics'],"['Marc, Gwendoline', 'Sicard, Angélica', 'Nénon, Quentin']",,https://doi.org/10.57745/WEAFZK
Tolerance analysis of Janssen Mechanism,doi:10.57745/6WYDZK,Arts et Métiers Sciences et technologies - Arts et Metiers Institute of Technology,ensam://10.57745/6WYDZK,2025-03-27T13:54:16Z,2025-03-28T08:37:04Z,['Tolerance analysis'],['Engineering'],"['DANTAN, Jean-Yves', 'ZOUHRI Wahb']",,https://doi.org/10.57745/6WYDZK
Controlled manipulation of solitons in a recirculating fiber loop using external potentials,doi:10.57745/JPPDGA,PhLAM,univ-lille://10.57745/JPPDGA,2025-04-30T15:32:23Z,2025-05-26T08:56:42Z,"['soliton', 'nonlinear optics', 'optical fiber']",['Physics'],"['Copie, François']",,https://doi.org/10.57745/JPPDGA
"NMR-based metabolomics of acerola juice concentrate, dried juice powders and food supplements",doi:10.57745/CPZTEW,Bordeaux Metabolome,inrae://10.57745/CPZTEW,2022-08-05T11:04:14Z,2023-02-09T07:30:15Z,"['Acerola', 'ascorbic acid', 'Metabolomic profiling', 'vitamin C', 'NMR']","['Medicine, Health and Life Sciences']","['Bourafai-Aziez Asma', 'Deborde Catherine', 'Jacob Daniel', 'Moing Annick']",,https://doi.org/10.57745/CPZTEW
Spodoptera littoralis genome mining brings insights on the dynamic of expansion of gustatory receptors in polyphagous noctuidae,doi:10.57745/BT0OLY,Spodoptera littoralis genome mining brings insights on the dynamic of expansion of gustatory receptors in polyphagous noctuidae,inrae://10.57745/BT0OLY,2022-05-06T14:01:03Z,2022-07-05T07:42:59Z,,['Agricultural Sciences'],"['Meslin-Auclair, Camille']",,https://doi.org/10.57745/BT0OLY
Bioinformatic and statistical scripts to analyze acorn mycobiota structure and composition,doi:10.15454/SM6OCR,Data INRAE,inrae://10.15454/SM6OCR,2019-06-28T12:33:05Z,2020-01-07T12:24:19Z,,"['Earth and Environmental Sciences', 'Medicine, Health and Life Sciences', 'Agricultural Sciences']","['Fort, Tania', 'Pauvert, Charlie', 'Zanne, Amy E. ', 'Ovaskainen, Otso', 'Caignard, Thomas', 'Barret, Matthieu', 'Compant, Stéphane ', 'Hampe, Arndt', 'Delzon, Sylvain', 'Vacher, Corinne']",,https://doi.org/10.15454/SM6OCR
Supplementary tables to manuscript: “Different patterns in leaf-associated viromes and mycobiomes of wild plant populations between cultivated and unmanaged environments”,doi:10.15454/UL0OLW,Data INRAE,inrae://10.15454/UL0OLW,2019-07-31T08:53:55Z,2019-07-31T11:52:06Z,,"['Medicine, Health and Life Sciences']","['Ma, Yuxin', 'Fort, Tania', 'Marais, Armelle', 'Lefebvre, Marie', 'Theil, Sebastien', 'Candresse, Thierry']",,https://doi.org/10.15454/UL0OLW
Dataset for QTL detection in a Tomato MAGIC population analysed in a multi-environment experiment,doi:10.15454/UVZTAV,GAFL,inrae://10.15454/UVZTAV,2020-01-31T13:42:23Z,2021-06-25T14:47:29Z,"['water deficit', 'high temperature', 'salinity', 'phenotypic plasticity']","['Medicine, Health and Life Sciences', 'Agricultural Sciences']","['Causse, Mathilde']",,https://doi.org/10.15454/UVZTAV
Documentation Système d'Information IN-SYLVA France,doi:10.15454/ELXRGY,Logiciels et Systèmes d'Information,inrae://10.15454/ELXRGY,2020-10-02T15:31:47Z,2025-04-18T15:44:26Z,"['genetic resource', 'computer science', 'forest product', 'forest', 'information management', 'ecology', 'biodiversity']","['Earth and Environmental Sciences', 'Medicine, Health and Life Sciences', 'Computer and Information Science', 'Agricultural Sciences']","['Pichot, Christian', 'Clastre, Philippe', 'Fiocca, Amélie', 'Evtimova, Mariya', 'Jaillet, Benjamin', 'Ozcan, Aytac', 'Benard, Alain', 'Benedet, Fabrice', 'Bouvet, Alain', 'Cailly, Priscilla', 'Courbet, François', 'Deleuze, Christine', 'Ginisty, Christian', 'Herault, Bruno', 'Maurice, Damien', 'Meredieu, Celine', 'Michotey, Celia', 'Mirlyaz, Wulfran', 'Orazio, Christophe', 'Paillassa, Eric', 'Perrier, Celine', 'Plinio Sist', 'Pozzi, Tiffani', 'Renaud, Jean-Pierre', 'Saint-Andre, Laurent', 'Said, Sonia']",,https://doi.org/10.15454/ELXRGY
Optimising reactive disease management using spatially explicit models at the landscape scale,doi:10.15454/JWONRG,Experimental - Observation - Simulation,inrae://10.15454/JWONRG,2019-09-02T14:30:09Z,2023-11-23T19:58:20Z,,"['Earth and Environmental Sciences', 'Medicine, Health and Life Sciences']","['Fabre, Frederic', 'Coville, Jérome', 'Cunniffe, Nik']",,https://doi.org/10.15454/JWONRG
